Utility,MW-Age,Utility-Em,Fuel,Fuel-MW,Fuel-Age
USCE-Mobile District,43.37758286244412,0.0,SUN,0.0,0.0
USCE-Mobile District,43.37758286244412,0.0,GEO,0.0,0.0
USCE-Mobile District,43.37758286244412,0.0,LFG,0.0,0.0
USCE-Mobile District,43.37758286244412,0.0,MWH,0.0,0.0
USCE-Mobile District,43.37758286244412,0.0,WDS,0.0,0.0
USCE-Mobile District,43.37758286244412,0.0,RFO,0.0,0.0
USCE-Mobile District,43.37758286244412,0.0,JF,0.0,0.0
USCE-Mobile District,43.37758286244412,0.0,SGC,0.0,0.0
USCE-Mobile District,43.37758286244412,0.0,KER,0.0,0.0
USCE-Mobile District,43.37758286244412,0.0,PC,0.0,0.0
USCE-Mobile District,43.37758286244412,0.0,MSW,0.0,0.0
USCE-Mobile District,43.37758286244412,0.0,WO,0.0,0.0
USCE-Mobile District,43.37758286244412,0.0,PG,0.0,0.0
USCE-Mobile District,43.37758286244412,0.0,SGP,0.0,0.0
USCE-Mobile District,43.37758286244412,0.0,OBL,0.0,0.0
USCE-Mobile District,43.37758286244412,0.0,OTH,0.0,0.0
USCE-Mobile District,43.37758286244412,0.0,WH,0.0,0.0
USCE-Mobile District,43.37758286244412,0.0,OBG,0.0,0.0
USCE-Mobile District,43.37758286244412,0.0,OG,0.0,0.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,WAT,5427.399999999999,62.494693591775075
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,NG,13785.7,18.37369883284853
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,BIT,2100.2,50.357013617750695
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,DFO,23.000000000000004,21.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,NUC,8474.8,32.692559116439334
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,LIG,0.0,0.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,SUB,4530.2,63.76363074477948
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,RC,2600.0,46.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,WND,1.7999999999999998,19.000000000000004
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,SUN,0.0,0.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,GEO,0.0,0.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,LFG,0.0,0.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,MWH,0.0,0.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,WDS,0.0,0.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,RFO,0.0,0.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,JF,0.0,0.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,SGC,0.0,0.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,KER,0.0,0.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,PC,0.0,0.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,MSW,0.0,0.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,WO,0.0,0.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,PG,0.0,0.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,SGP,0.0,0.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,OBL,0.0,0.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,OTH,0.0,0.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,WH,0.0,0.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,OBG,0.0,0.0
Tennessee Valley Authority,37.47059396747971,0.04705171737076747,OG,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,WAT,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,NG,3148.2,28.75071469411092
Cleco Power LLC,27.226637630326273,0.07129021565264314,BIT,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,DFO,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,NUC,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,LIG,720.7,33.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,SUB,558.0,37.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,RC,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,WND,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,SUN,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,GEO,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,LFG,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,MWH,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,WDS,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,RFO,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,JF,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,SGC,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,KER,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,PC,703.8,9.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,MSW,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,WO,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,PG,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,SGP,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,OBL,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,OTH,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,WH,58.2,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,OBG,0.0,0.0
Cleco Power LLC,27.226637630326273,0.07129021565264314,OG,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,WAT,8.2,74.82926829268294
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,NG,1330.0,18.37669172932331
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,BIT,538.0,41.226765799256505
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,DFO,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,NUC,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,LIG,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,SUB,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,RC,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,WND,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,SUN,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,GEO,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,LFG,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,MWH,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,WDS,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,RFO,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,JF,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,SGC,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,KER,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,PC,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,MSW,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,WO,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,PG,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,SGP,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,OBL,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,OTH,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,WH,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,OBG,0.0,0.0
PowerSouth Energy Cooperative,25.175674235156166,0.07049888071634154,OG,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,WAT,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,NG,1679.0,16.643240023823704
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,BIT,1952.5,32.306786171574906
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,DFO,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,NUC,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,LIG,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,SUB,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,RC,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,WND,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,SUN,8.5,2.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,GEO,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,LFG,17.800000000000004,12.898876404494379
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,MWH,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,WDS,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,RFO,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,JF,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,SGC,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,KER,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,PC,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,MSW,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,WO,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,PG,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,SGP,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,OBL,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,OTH,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,WH,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,OBG,0.0,0.0
"East Kentucky Power Coop, Inc",24.952047678932686,0.08074831866149051,OG,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,WAT,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,NG,142.8,19.92156862745098
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,BIT,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,DFO,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,NUC,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,LIG,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,SUB,109.8,37.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,RC,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,WND,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,SUN,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,GEO,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,LFG,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,MWH,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,WDS,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,RFO,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,JF,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,SGC,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,KER,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,PC,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,MSW,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,WO,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,PG,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,SGP,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,OBL,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,OTH,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,WH,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,OBG,0.0,0.0
City of Grand Island - (NE),27.345209817893902,0.07682185273159145,OG,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,WAT,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,NG,61.0,52.98360655737705
City of Hastings - (NE),21.062548663379182,0.09350895406177005,BIT,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,DFO,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,NUC,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,LIG,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,SUB,248.0,8.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,RC,76.3,38.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,WND,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,SUN,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,GEO,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,LFG,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,MWH,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,WDS,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,RFO,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,JF,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,SGC,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,KER,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,PC,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,MSW,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,WO,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,PG,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,SGP,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,OBL,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,OTH,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,WH,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,OBG,0.0,0.0
City of Hastings - (NE),21.062548663379182,0.09350895406177005,OG,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,WAT,106.60000000000001,38.13414634146341
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,NG,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,BIT,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,DFO,147.7,26.381855111712934
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,NUC,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,LIG,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,SUB,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,RC,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,WND,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,SUN,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,GEO,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,LFG,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,MWH,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,WDS,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,RFO,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,JF,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,SGC,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,KER,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,PC,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,MSW,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,WO,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,PG,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,SGP,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,OBL,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,OTH,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,WH,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,OBG,0.0,0.0
Alaska Electric Light&Power Co,31.308297286669294,0.04646480534801416,OG,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,WAT,14.5,21.420689655172417
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,NG,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,BIT,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,DFO,30.5,20.327868852459016
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,NUC,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,LIG,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,SUB,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,RC,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,WND,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,SUN,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,GEO,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,LFG,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,MWH,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,WDS,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,RFO,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,JF,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,SGC,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,KER,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,PC,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,MSW,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,WO,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,PG,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,SGP,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,OBL,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,OTH,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,WH,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,OBG,0.0,0.0
Alaska Power and Telephone Co,20.680000000000003,0.05422222222222222,OG,0.0,0.0
Kodiak Electric Assn Inc,20.44575471698113,0.03509433962264151,WAT,33.599999999999994,25.000000000000004
Kodiak Electric Assn Inc,20.44575471698113,0.03509433962264151,NG,0.0,0.0
Kodiak Electric Assn Inc,20.44575471698113,0.03509433962264151,BIT,0.0,0.0
Kodiak Electric Assn Inc,20.44575471698113,0.03509433962264151,DFO,37.2,21.190860215053764
